Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Bermuda,940.904577161,938.120968466,934.8334970039999,931.2931991160001,927.676834388,924.1337222569999,920.949109803,918.762557503,917.0879894110001,915.269723443,912.582261264,908.289926277,903.257853664,898.126623321,893.449928194,889.8266829359999,888.884062492,890.9305628349998,893.7632565389999,895.3531317540001,893.8200579689999,889.4173952279999,884.387223636,878.6963503689999,872.1927612430001,864.7940515560001,856.1319942900002,846.497325466
Bhutan,871.341530725,862.8959387479998,852.7852301969999,853.488259752,856.984666561,864.37264982,872.1369219649998,881.0072797380001,890.8178417539999,901.2005155710001,913.2403888489999,933.687485623,965.1958944419999,1001.48309048,1035.24029387,1059.47413912,1077.26341311,1094.90940582,1113.17098511,1131.4692885,1149.1948180099996,1166.22495737,1180.7548992,1193.05144114,1203.9231987,1214.21246125,1223.00543596,1230.26370506
Bolivia,805.1990141900002,800.382252333,796.599935931,794.3953897749999,794.0711750849998,795.881378342,799.1900526950002,803.3530240780002,807.908654205,812.7613170879998,817.9819782210001,821.7153309130002,823.5026806469998,824.709978732,827.1536519059999,832.7852967270002,841.1891892760001,850.1619276739999,858.3493379810001,865.0351726790001,869.819714992,872.3601171,872.840189604,871.1923907949998,867.7400203310001,863.024239203,857.342360488,850.893629745
Bosnia and Herzegovina,1471.84987956,1479.64229646,1483.87464987,1483.98567682,1486.20449906,1486.06701021,1485.53207971,1487.91571907,1491.72435348,1495.11500223,1498.97165228,1504.3919985,1511.41459773,1520.58877275,1529.94232317,1534.42322959,1540.03901654,1548.9769598100004,1552.69248398,1554.43226999,1553.43460552,1549.90135403,1545.68147613,1539.51086191,1531.5100031099996,1522.95130756,1513.5465611,1502.79328777
Botswana,728.079281583,735.294392744,742.4824412180002,749.7633334020002,757.2403243110001,764.558928917,772.3974566410001,780.405296337,788.502243469,796.5662810539999,804.542116653,811.3464570630002,816.9506850330001,822.257885343,828.150254891,835.7977829040001,845.128039595,855.8611524959999,866.9831763569999,877.227681947,885.597001016,891.969985654,897.48369259,902.033764078,905.6014891689999,908.450397719,910.488802068,911.903283775
Brazil,1241.07560032,1243.88216886,1249.1587074,1256.67388287,1265.96478708,1276.85046962,1294.92191839,1322.72909104,1354.43313351,1383.83088868,1404.701426,1416.95915259,1426.06964813,1433.13750226,1439.11276801,1445.0893739,1451.33403534,1457.34132248,1462.65186105,1466.89619476,1469.96269069,1471.55588226,1471.59693845,1470.13102898,1467.31903216,1463.45047788,1458.47143651,1452.43639007
Brunei,518.3559884250002,518.730931334,518.919599738,519.09787908,519.12338417,519.38911475,519.49471214,519.9688854130001,520.5251052120001,521.294779468,522.1583993529998,523.23874427,524.682474557,526.455991454,528.487837666,530.6635920680001,533.284548231,536.465333488,539.758666661,543.018808692,545.971351936,548.9233526119999,551.827985591,554.3793334869999,556.5871654819999,558.481980091,559.9091713619999,560.897174845
Bulgaria,1120.96175348,1120.05511178,1119.5972094899996,1119.63529019,1120.67539348,1122.25427272,1121.16717546,1116.83527146,1111.16002527,1106.2629552,1105.04038686,1106.3765879,1107.66652565,1108.41105389,1108.54266742,1108.24219233,1109.86353533,1114.69119229,1118.9306325799996,1119.60619477,1114.97137677,1107.01234369,1099.50164438,1091.72516508,1083.54260168,1074.72723515,1065.06194118,1055.53400061
Burkina Faso,425.305806205,425.258094832,425.741056861,426.625894258,427.746639339,428.984520542,430.710042509,433.090333029,435.81544085,438.59908333199996,441.121360252,443.412535149,445.648960878,447.87115899800006,450.119965181,452.37073593800005,454.73626131199995,457.214411146,459.728953592,462.18710905300003,464.383153935,466.374050936,468.333611641,470.359044046,472.549958497,474.91693500900004,477.433868403,479.97518157699994
Burundi,710.9925236560001,706.26426437,690.3652751129998,687.032407429,693.464759886,686.125275804,678.314330204,677.452781761,680.283567321,681.676526393,683.21529969,684.350232738,684.855990392,686.4927165739998,689.308478778,692.4219287799998,696.7531859840001,700.474773619,706.558975023,713.089718575,713.1979136189999,712.495753112,713.6572462360001,714.434005482,712.2450679149998,708.483395819,707.3744992310001,707.4298377700002
Cambodia,415.85249033,417.298634444,419.07827200699995,421.251680449,423.637202198,426.540857192,430.05251760499993,433.952911346,438.4117088,443.396015047,448.81380095300005,454.35696375199996,459.886323069,465.51496894900004,471.31524961300005,477.24774093800005,483.78314365800003,490.89540503300003,498.039013071,504.719706613,510.234190772,514.629048989,518.402454105,521.5296359069999,524.2005951579998,526.451894153,528.2925005420001,529.7726631319999
Cameroon,480.685696511,482.588209564,484.825714427,487.258651871,489.863571666,492.47208708400007,495.363707664,498.731447215,502.134779527,505.17360856500005,507.460933473,508.90771225199995,509.67230079,509.829347092,509.661968951,509.547348595,509.756942102,510.25621253699995,510.928000522,511.799245085,512.859300684,514.129456227,515.696307325,517.585744537,519.915722245,522.726013639,526.098075265,530.0595640390001
Canada,936.7625092689999,929.229294044,922.9876452389999,918.055582458,914.853074408,913.181272003,915.01130351,920.248394232,926.6279566019999,932.009890936,933.865284314,933.0327166019999,931.69026268,929.79646133,928.134068525,926.795516657,924.15557598,919.585795088,913.846294523,907.9642400639999,903.251318568,900.0306822539999,897.5857703050001,895.7472883410001,894.4398910090001,893.838009681,894.130676399,895.831049734
Cape Verde,456.755667754,459.50167392099996,462.15980623,464.69743381300003,467.22733900899993,470.19305272300005,473.56464091699996,477.896010316,483.29549105,489.587897084,496.65969266699994,504.36694648199995,513.0174238669999,522.3949833529999,532.172074081,542.032496798,552.032117724,562.412747215,572.776046931,582.62894627,591.376363302,598.989509838,606.065017041,612.657213491,618.798995764,624.381804967,629.217534021,633.4153965730001
Central African Republic,700.24408998,703.016305998,705.85735371,708.0665816410001,709.394520596,710.5747626489999,711.587534065,712.0556139619998,712.2612969810001,712.945486667,713.110810065,713.0638760160001,712.425117395,710.686320602,709.727275983,709.695935866,709.750592753,710.202885792,711.9801559089999,714.7396533360001,718.258847326,722.336458949,724.79742168,723.509014914,722.611356994,725.9157982099998,732.0177301880001,739.347869746
Chad,422.160432683,422.18627373199996,422.29046727300005,422.414730851,422.554848382,422.61607407400004,422.626463947,422.772402493,422.919505761,422.907965285,422.606589591,421.965415586,421.14060282699995,420.207581495,419.22644638800006,418.258162468,417.551140308,417.264937401,417.23142624800005,417.238201196,417.07730652099997,416.87195145699997,416.9987795440001,417.469091309,418.29503038400003,419.46571898199994,420.896009606,422.541259339
Chile,1001.39482597,1000.56918772,1001.38281586,1003.98344819,1008.52287791,1015.13725884,1028.58555904,1049.63262581,1071.88197342,1090.90010944,1102.19751487,1108.31980843,1115.07474387,1121.65407439,1127.55151963,1131.28294044,1126.79792089,1113.01199885,1095.71217863,1080.62257659,1073.1414539999996,1071.00863541,1068.60910127,1066.04811747,1063.52789216,1061.48620395,1060.654346,1061.41862753
China,636.6269582680001,646.4170175620001,656.495793856,666.567888884,675.8323965540001,684.4185942519999,694.4253674280001,707.3022443960001,721.242061997,733.429074602,741.7223684969998,745.2975104550002,746.403254987,746.1471260339999,745.895844669,748.3784323110001,755.1984975889999,765.506091458,776.86883943,786.425870885,792.1353105960001,794.3926301839999,795.5945988889999,795.3089271670001,793.2997819960001,791.075248988,786.5834670260001,779.3872792020002
Colombia,830.27934141,836.7049858590001,842.9190414999998,849.2023309760001,855.833248991,862.9531145210001,872.7122864030002,885.359580508,898.2836358510001,908.7854526130001,914.302199036,915.4474490760001,914.9870362710001,914.158316124,913.9700804060001,915.474889218,925.173681371,944.417570997,966.8978345830001,986.044422233,995.496158551,997.765825257,999.3108144089999,1000.1393807,1000.16798523,999.3180177219999,997.5863551089999,994.800698448
Comoros,665.806730005,671.746892763,677.6080072459999,683.595063255,689.7257656940001,695.8723947369999,701.5458222130001,706.552110977,711.1301277580002,715.389454286,719.3966089339999,722.6852753769999,725.1347270580002,727.0821608480002,728.979074715,731.361971936,734.6848427460001,738.791453108,743.1233020760001,747.195455798,750.6861423409999,754.058337646,757.9817724530002,762.2730478909999,766.665377488,771.0766637700002,775.5906224460001,780.02793992
Congo,723.5619290330001,730.5915949089999,737.5889773839999,744.4939770430002,751.39414621,758.288605025,764.1514466660001,767.9456825,770.5448739880002,773.3044160789999,776.2001903889999,777.7017894510001,776.9268855519998,774.887476943,772.718695574,771.630870425,771.1241659289999,770.0906112560001,768.9133416579999,768.0696963739999,768.023114072,768.5406375719999,769.298364034,770.4745018799998,772.257611795,774.600755615,777.446985141,780.9178780560001
Costa Rica,771.6863900689999,774.463784045,778.7844392439999,784.142993045,790.0453424660001,796.0228459130001,802.4823504750002,809.819726544,817.281868142,824.311272463,830.3536330349998,835.636601102,840.684845702,845.461370325,849.9338562070001,854.146409794,858.1525240440001,861.8657646969999,865.267411627,868.5678330060001,871.6145258409999,874.216160646,876.656908268,879.0842872789999,881.5104761389999,883.740392145,885.6948896619999,887.491867037
Cote d'Ivoire,485.21219758700005,488.416007173,492.01353686500005,495.962147466,500.002931351,504.02175784400004,508.238159685,512.67678001,517.1384011719999,521.256495577,524.801445894,527.572086735,529.564566173,530.967276535,532.013428207,533.038626106,534.282596548,535.544775684,536.5821711780001,537.1843630230001,537.265376209,537.0093282939998,536.645257583,536.226900493,535.78366628,535.4401270139998,535.269040122,535.1861127999998
Croatia,1201.96853534,1201.94222963,1201.28330892,1200.62303229,1199.75980208,1198.45744728,1194.46330619,1186.49421377,1178.3006983300004,1172.24641064,1170.49484294,1174.528356,1182.89459091,1193.52060303,1203.54842229,1210.00841654,1214.87254112,1219.87660032,1224.29774215,1227.25008787,1227.75215801,1226.99099565,1225.12920386,1222.21869203,1218.51089547,1213.84945444,1208.55911323,1201.84244948
Cuba,929.4903335660001,937.65287017,945.472108495,951.8163394410001,956.571515442,959.7573838010001,963.262982867,967.6811330510001,971.935606613,975.26417569,976.9488419060001,977.1914104760001,977.0701459060001,977.548872297,978.727324157,980.293594229,982.8276193089999,986.011239478,988.733308662,989.7848312169999,988.33913833,985.217378017,981.8240746419999,978.329585808,974.0920870880001,968.758811557,962.920810385,956.842246888
Cyprus,514.678251819,514.153681578,514.090929645,515.053613522,516.9335840609999,519.281903178,522.1950989640001,525.781509065,529.735577433,533.60948961,536.669205947,538.50370664,539.59549572,540.4310180130001,541.4266368140001,543.256136361,546.587427253,550.75863567,554.33697362,556.3721284090001,556.356373835,554.682958435,552.008562956,548.562047241,544.911744116,541.2094186830001,536.975963135,531.880759702
Czech Republic,1105.2037793,1116.50483607,1126.8411496899996,1136.91667073,1146.98984899,1156.0322398,1163.63669989,1170.85118214,1178.48322686,1186.89587742,1195.6481855,1209.5193777000002,1230.35803727,1254.09241726,1275.82377626,1290.23576737,1299.21780057,1307.25847649,1313.09252003,1315.10521963,1312.42595151,1306.03787568,1298.29911249,1289.12662821,1278.09457493,1265.4188676,1251.13603374,1236.11387216
Democratic Republic of the Congo,653.545811273,653.628276013,653.5878576700002,653.4908643919999,653.479801021,653.903438209,653.373257877,652.213088813,650.9419476620001,649.834016699,649.256841216,648.16144854,646.489175907,644.820829507,643.751276105,643.942561501,645.111795701,646.821128391,648.80071334,650.7925208610002,652.710731915,654.459444374,656.592559403,659.137093709,662.098837679,665.587807698,669.343963862,673.492046088
Denmark,635.991952488,640.455910558,643.552147774,646.2254503319999,648.893951487,650.983645199,654.010603482,658.229091857,662.732548445,665.988133458,666.57761163,664.6344896319999,662.153679979,659.117823225,656.032282004,653.556942571,651.5080446569999,649.731189149,648.3340850149998,646.846544834,645.811934531,644.5289398130001,642.796663387,640.992381795,638.813578832,636.427285624,633.625506357,630.3151704229999
Djibouti,751.0098359269998,744.117051038,733.1932559339999,737.2625690210001,743.097217791,746.994225151,750.7121667609999,760.2730164989999,769.62362493,777.9664533810001,785.1788834429999,790.684193337,796.151274636,801.598387148,806.0918710489999,811.2824268239999,817.6875370120001,823.9888708479999,829.9786664410001,835.3730191899998,840.3077708110001,843.6343776819998,845.55313781,846.991292077,847.763807188,848.519982063,849.062380058,849.0034255730001
Dominica,894.9280447570001,902.235305898,909.436698878,916.6101903110001,924.04408063,932.081940587,941.8689718160001,953.916353636,966.6805783839999,978.641239128,988.6482027010001,996.798004417,1004.04958739,1010.37872048,1015.76371164,1020.5387149000001,1025.46907165,1030.74365675,1035.81711859,1040.19032396,1043.65838427,1046.97784768,1051.22185703,1056.22972315,1061.69157515,1067.26460098,1072.6021560499996,1077.7562778
Dominican Republic,826.777089482,829.199479733,831.360191744,832.893688201,833.9485139010001,835.261970424,836.38893147,837.619208542,838.758974268,839.4735818270001,840.330602827,840.3768532560001,839.8068440090001,839.343067659,839.584951362,842.3401174869998,848.81841161,858.6148744289999,869.7978121460001,880.1501540129999,888.076484127,893.7808652260001,898.852654516,902.959401345,905.573119877,906.651795632,906.332374535,904.8832385219999
Ecuador,896.9097534819998,894.0527824889999,892.134603606,891.3005667819999,891.858935738,894.370631071,897.6522464330002,901.4070427519999,904.721315012,907.4099047960001,909.465019763,909.4768588610001,908.911505524,908.647361115,909.3421308810001,911.637065491,914.849724737,918.923000605,923.151273438,926.499627915,928.221144495,927.750364473,926.4555960360001,924.492891598,921.255101997,916.332689478,909.4410259680001,901.03088801
Egypt,441.512293876,443.098737844,445.20599476600006,447.86282252300003,451.054335737,454.57305322800005,458.48610299800004,462.59836740199995,466.65318481,470.52640944300003,473.893232104,476.49932260599996,478.40399574,479.76724637,481.03954898800004,482.738622335,487.27871897800003,494.859927468,502.936385588,509.207826898,511.529802019,510.910614708,509.4657153,507.11277022699994,504.257991073,501.43077366,499.0282164940001,497.054091085
El Salvador,1155.84797457,1164.5668685,1171.56236481,1176.67368922,1179.84419924,1181.58343655,1181.2286727,1178.7567442,1174.94319487,1170.92298522,1168.04240878,1162.88887477,1153.74112861,1143.71789154,1135.82958215,1133.42681892,1135.66929029,1139.48800568,1144.69843611,1150.83033735,1157.36197406,1163.61059864,1169.09847243,1174.01374228,1178.55265135,1182.38800414,1185.63258116,1188.45058347
Equatorial Guinea,654.3795819520001,651.055675437,648.4758519569999,646.655054542,645.713898764,645.593594675,645.4797970359999,645.772207849,646.33321959,647.2999072380001,648.6057072570002,649.482496735,650.3026720199998,651.478982778,653.4250426220001,656.507149776,660.492892633,665.2871265890001,670.835043235,677.124019825,684.117724667,691.6237930089999,699.910846667,708.9212906339999,718.6241844269998,729.009631053,739.9032885239999,751.3913348189999
Eritrea,726.1129107039999,729.62116004,732.689555183,735.894621933,739.528787158,743.2571082129999,748.831107125,756.333990363,764.3894777989999,770.190099658,773.0481589269999,775.1270698889999,776.8920230210001,778.636456855,781.139883759,782.69598793,783.9476247340001,787.1496718349998,790.58374938,794.2834315110001,797.6133697480002,800.9631726739999,806.227042988,811.7779801070001,817.0917724410001,822.15089015,827.1848929820002,833.2527968640001
Estonia,2434.73022388,2434.68406549,2435.32659185,2437.22990105,2443.31420345,2453.83491875,2473.33723575,2501.87764206,2536.41007077,2573.44241643,2603.17766644,2621.94491864,2633.261306,2641.20952662,2646.8429472,2646.95618565,2633.89419245,2604.62095173,2570.56728261,2538.78371211,2514.2806542,2493.45719469,2468.48405993,2443.64028198,2419.91012713,2396.8763352700007,2374.97175078,2353.04063134
Ethiopia,681.978964845,680.903150191,677.0915146890001,675.9460852679999,676.358820342,677.7685796559999,679.6462739680001,681.649386338,683.5613020659999,684.9427261019999,685.775502812,685.831914127,685.0383391729998,684.212271192,683.916255827,685.107573753,694.477439267,713.8875292660001,737.4288188390001,758.7265584190001,771.304307022,777.197338145,782.9165337610001,788.727718755,794.42668344,799.7424128209999,804.7877969860001,809.3692556189999
Federated States of Micronesia,584.356131108,587.955449444,591.831665567,595.834965171,599.826601399,603.791375969,607.7367676069999,612.3413588980001,617.3020673259999,622.2939800300002,627.3204603519999,631.171747211,634.6209315909999,637.87594014,641.206439747,645.462728265,649.954657973,655.5211095880001,661.508644397,667.285442131,672.496496704,676.7169442119999,681.037492399,685.340590936,689.535782908,693.570433417,697.3368501,700.8267423249998
Fiji,629.886376463,631.225056808,632.741065279,634.7985761369999,637.352887893,640.433770621,644.4533005019999,649.0438325729999,654.025350596,658.958173631,663.494037402,667.596735285,671.155839919,674.344413939,677.2099014119999,679.914444237,684.13641255,690.128817442,696.346219425,701.035614959,702.530898569,701.65692917,700.145954915,698.1066033980002,695.706689963,693.189519506,690.8430232640001,688.7127359030001
Finland,759.053548963,770.9872643289999,782.621521799,792.53054197,801.0758381180002,807.678118492,814.7068538210001,825.50380936,836.786618381,845.2199073869998,848.494614234,845.500798517,840.22443058,834.2476504210001,828.032955059,823.388851579,817.5303353830001,810.249858725,801.846779604,794.1150883460001,787.880134156,781.788665021,775.0106660810001,767.137416995,758.987943577,750.1119281699998,740.600397747,730.6226996319999
France,603.6545476929999,601.9201202869999,600.654410698,599.94352785,599.722641957,599.912387775,601.550999867,605.004484072,608.862618267,611.833216874,612.62243811,611.685481558,610.525309313,609.072329683,607.2177675280001,604.9668388499998,602.4609598229998,599.640755927,596.451182305,592.812249626,588.674481892,584.2254076219999,579.786897859,575.3667126820001,570.928907488,566.512542707,562.1724214569999,557.76858053
Gabon,752.163161847,755.309282595,758.255227185,761.0516232169998,764.2543061680002,767.6268829160001,769.607862692,770.992608347,771.987466186,773.333600057,775.127386085,775.469527573,774.473268512,772.9350255439999,771.955169457,772.3809542160001,773.363272394,774.477172875,775.9319212080001,778.15186469,781.34630012,784.704125257,788.3109037869999,792.1258056160001,796.249763648,800.544532434,804.5488101669999,808.8533195289999
Georgia,1151.09716872,1142.69449227,1133.60749591,1124.66351732,1117.4307642,1112.02005829,1104.48616243,1092.91061897,1080.97315055,1072.45415873,1070.4854104,1074.81019699,1081.62848911,1090.0000645999999,1098.85195876,1107.13342924,1119.7053381100004,1137.82397922,1156.37796317,1171.19036216,1178.51804281,1180.65652421,1182.43592931,1182.42477438,1181.13571319,1179.70115616,1178.17700744,1176.77043534
Germany,739.5370088669999,737.0220577709999,735.9214242769998,734.689737755,733.225199318,733.023331667,734.2472807160001,737.4605190269998,740.761213545,742.4645638630001,742.180895658,735.346218477,722.031359187,706.176272222,691.0464437,682.390697423,679.077125586,677.9844629090001,677.6112052359999,676.187204136,673.07393989,667.83472551,662.741141559,656.323701237,648.501691515,639.807181756,632.78282715,619.739229933
Ghana,483.743140149,487.08023064099996,490.224832176,493.306408893,496.397868445,499.30591228599997,502.323008305,505.634393867,509.11145952,512.5056461380001,515.521262966,518.350100086,521.279840997,524.328334616,527.449349201,530.40762486,533.596828007,537.5588724309999,542.0943896910002,546.790781048,551.3079485569999,555.730089593,560.069436009,564.0587319289999,567.803835209,571.441460644,575.053123884,578.5623472350002
Greece,500.836625526,505.78202348400004,512.477088407,517.650441387,522.0176972620001,525.233773399,527.419728935,528.032223468,528.5540767350002,528.301316845,526.894740009,525.153240805,521.8114559320002,517.3546038989998,512.795096164,508.80846374699996,505.88454104699997,503.70271860800005,501.54689899699997,498.81451154,494.88766298900003,490.08457493199995,485.006159066,479.057678201,473.24842547099996,467.78149910900004,462.513752425,458.796910126
Greenland,1628.4308183300002,1609.46598843,1590.55877548,1576.85530504,1562.44103924,1549.61715662,1539.07600836,1533.2030064,1529.97249358,1525.01239314,1521.97079235,1521.86006231,1520.92289196,1520.52610379,1522.5036682,1522.35473701,1515.38864855,1501.98191957,1488.36175938,1477.7702508700004,1471.2740460599996,1464.7080828,1455.89098015,1447.81182711,1434.26739763,1421.83532043,1409.02731108,1397.34482688
Grenada,779.528240932,785.410704669,794.1766296440001,805.459415591,818.753657709,833.5105950029998,850.0344566870001,868.177660971,886.513164954,903.327601825,916.990966204,927.050707412,934.0221125830001,938.5656510169999,941.420259318,943.427964316,945.749656999,948.624180933,951.328763888,953.1672493880001,953.412572048,952.46380589,951.249624607,949.676694771,947.9792155739999,946.217340507,944.2021761369999,941.7571981289999
