Country name,Code,GDP,Happiness Index,Log GDP,Social support,Healthy life exp,Freedom,Generosity,Pct corruption,Suicide,Depression & Anxiety,Substance Abuse,Physician perpop,Average age,Sleep (min),Gini index,Pct Poverty,Pct spent ed,Literacy rate,Tourist arrivals,Rev tourism,Fragile State index,Security index,Brain drain,Unemployment rate,Blue Index
Chile,CHL,0.2043027077230835,0.7134502923976609,0.6898047722342734,0.8461538461538461,0.7673611111111109,0.6428571428571429,0.3506493506493506,0.8607594936708861,0.2586052080215504,0.20577046369176819,0.13343102597415676,0.3939503475017663,0.5956112852664577,0.49382716049382713,0.7598566308243729,0.09171597633136094,0.6185344827586208,0.9341619731986793,0.07422735080175684,0.01731815145828695,0.24242424242424246,0.24444444444444446,0.3333333333333333,0.24341610233258087,0.19926889922915847
China,CHN,0.11880224333785812,0.47563352826510713,0.6073752711496748,0.6346153846153846,0.7395833333333333,0.8035714285714285,0.12987012987012983,,0.18677042801556418,0.2878164080302176,0.09709842785348118,0.31815717266648047,0.6896551724137931,0.5802469135802469,,0.010355029585798821,,,0.7000703194346779,0.15323542508189944,0.6060606060606061,0.5444444444444445,0.48000000000000004,0.14860797592174568,0.19056175463308767
Colombia,COL,0.12024898192469816,0.682261208576998,0.577006507592191,0.9038461538461539,0.6840277777777779,0.732142857142857,0.1688311688311688,0.9113924050632912,0.08680035917390001,0.40244938630166605,0.21853944466265823,0.33895798761152096,0.45768025078369906,0.38271604938271603,0.8709677419354841,0.3624260355029586,0.3961206896551725,,0.041730549759645866,0.023321459241118284,0.6515151515151516,0.6555555555555556,0.6533333333333333,0.31527464258841226,0.23592973004607476
Congo (Brazzaville),COG,,0.4327485380116959,0.370932754880694,0.42307692307692313,0.33333333333333315,0.625,0.15584415584415579,0.759493670886076,,,,,,,,,0.3762931034482759,,0.0015908331123842899,,0.8084415584415585,0.6888888888888889,0.8133333333333334,0.34875846501128666,
Costa Rica,CRC,0.16222226191326714,0.8908382066276804,0.6095444685466379,0.9230769230769231,0.8124999999999998,0.9107142857142857,0.2857142857142857,0.7341772151898734,0.19634839868302903,0.09943728227033626,0.2068616490920627,0.47810656720832034,0.4984326018808778,0.5679012345679012,0.8207885304659498,0.26035502958579887,1.0,,0.033995411945081676,0.015147418975223434,0.27489177489177496,0.2888888888888889,0.37333333333333324,0.2878103837471783,0.16754911001514264
Croatia,HRV,0.23087983139244123,0.5224171539961013,0.6963123644251625,0.6346153846153846,0.7604166666666664,0.5178571428571428,0.24675324675324672,0.9240506329113924,0.16881173301406766,0.35839944075822067,0.14050115317601794,,0.865203761755486,0.7407407407407407,,0.2514792899408284,,,0.1796258083853044,0.04417798416080913,0.3452380952380953,0.2777777777777778,0.4533333333333333,0.4033107599699022,0.22257077564943542
Cyprus,CYP,0.2927502321926127,0.6627680311890838,0.7765726681127983,0.7307692307692306,0.8958333333333334,0.6785714285714286,0.4285714285714285,0.8734177215189873,0.4097575576174798,0.3783320845660083,0.16951687464120613,,0.670846394984326,,,,,,0.04197263305935652,0.01295283228904933,0.4751082251082252,0.3777777777777778,0.36,0.3972911963882618,0.31920217227489806
Czech Republic,CZE,0.484193041366007,0.8050682261208577,0.7722342733188722,0.8846153846153846,0.7673611111111109,0.7142857142857142,0.15584415584415579,0.8987341772151899,0.34301107452858426,0.2103664424035038,0.3703507870804,,0.84012539184953,,,,,,0.1169954004173055,0.030529404281034317,0.23160173160173164,0.17777777777777778,0.19999999999999996,0.09029345372460497,0.3079094346708293
Denmark,DNK,0.14188754733157105,0.9610136452241715,0.8524945770065077,0.9807692307692307,0.847222222222222,0.9464285714285714,0.5844155844155844,0.02531645569620252,0.2771625261897635,0.32315523593978107,0.07628083109244545,0.24918259040796545,0.3981191222570533,,,,,,0.1431173412337026,0.033761648802519,0.030303030303030314,0.07777777777777778,0.07999999999999997,0.19751693002257334,0.22553286440733
Dominican Republic,DOM,0.09619025505465457,0.5750487329434698,0.6030368763557483,0.8653846153846154,0.6180555555555555,0.7678571428571428,0.22077922077922074,0.759493670886076,0.17958695001496555,0.15502352059693653,0.2702208659395111,,0.3855799373040752,,,0.34319526627218944,,,0.07120707344346203,0.0284978213161159,0.5443722943722944,0.5333333333333333,0.7733333333333332,0.20090293453724603,0.20161044551713772
Ecuador,ECU,0.09079624205186826,0.6198830409356725,0.5249457700650759,0.7884615384615384,0.7118055555555556,0.8035714285714285,0.15584415584415579,0.7215189873417721,0.19455252918287935,0.52900101188775,0.29013203613620564,0.12419696695857911,0.26645768025078365,0.2716049382716049,0.6917562724014339,0.2825443786982249,,0.86482812196543,0.020692358237172467,0.006114627397347413,0.6341991341991342,0.6444444444444444,0.6,0.12603461249059442,0.33789519240227833
Egypt,EGY,0.06778238193898693,0.24756335282651074,0.5314533622559652,0.38461538461538464,0.47569444444444436,0.28571428571428564,0.1688311688311688,,0.06195749775516311,0.5044955623701347,0.16168635626592542,,0.3667711598746082,,,0.44526627218934917,,0.44416391532336374,0.0939052647353799,0.03427053846887822,0.7694805194805195,0.7888888888888889,0.4533333333333333,0.42325056433408575,0.24271313879707443
El Salvador,SLV,0.29447381581767523,0.7173489278752436,0.44685466377440364,0.7499999999999999,0.6284722222222221,0.5892857142857143,0.15584415584415579,0.7848101265822786,0.21580365160131698,0.39934613512949846,0.07772104218912088,0.5618355979823538,0.8557993730407525,0.8518518518518519,0.45161290322580655,0.39644970414201186,0.3724137931034483,0.780345698193824,0.017810414192998027,0.004814573327820362,0.5887445887445887,0.7,0.88,0.14672686230248305,0.23095694297331212
Estonia,EST,0.41637493748660426,0.6393762183235868,0.7548806941431672,0.9615384615384615,0.7187500000000002,0.7678571428571428,0.24675324675324672,0.6455696202531647,0.4142472313678539,0.35845930434648277,0.1314973159702289,,0.8495297805642634,0.9753086419753086,,,,,0.037269300379263834,0.008388728093890144,0.28138528138528146,0.25555555555555554,0.36,0.19826937547027837,0.3014012838948552
Finland,FIN,0.3923697935271844,1.0,0.8242950108459872,1.0,0.8368055555555555,0.9464285714285714,0.3766233766233766,0.0379746835443038,0.38521400778210113,0.499283568024347,0.11625927828302665,0.5279233688776432,0.8150470219435737,0.8765432098765432,,,,,0.03653152270395518,0.020637861391177126,0.0,0.07777777777777778,0.13333333333333328,0.30662151993980435,0.33358561802982495
France,FRA,0.126455669071944,0.7758284600389863,0.8112798264642084,0.9423076923076924,0.8993055555555554,0.7142857142857142,0.22077922077922074,0.5569620253164557,0.41843759353486976,0.22638864213933144,0.11845988055312162,0.10490774362091912,0.10031347962382449,,,,,,1.0,0.2700295792118571,0.1601731601731602,0.25555555555555554,0.12000000000000001,0.33521444695259595,0.2544287054091076
Gabon,GAB,0.11380117167964564,0.4132553606237817,0.6203904555314533,0.7115384615384616,0.3993055555555556,0.39285714285714285,0.06493506493506492,0.8987341772151899,0.19245734809937143,0.11602528946941545,0.11754338258250996,1.0,0.7115987460815049,,0.45161290322580655,0.4585798816568048,,,,,0.5963203463203464,0.4666666666666667,0.6399999999999999,0.7332580887885628,0.14200867338376563
Georgia,GEO,0.4658587554475959,0.34892787524366475,0.509761388286334,0.2884615384615384,0.5902777777777778,0.6964285714285713,0.07792207792207788,0.5443037974683544,0.19425321759952108,0.4795421014822997,0.44320734004088985,0.6909616680084781,0.993730407523511,0.7530864197530864,0.44802867383512546,0.2884615384615385,0.2586206896551724,0.9916488638570595,0.04677971572503948,0.011748195031964632,0.6255411255411256,0.6444444444444444,0.48000000000000004,0.5060195635816402,0.37233421970757025
Germany,DEU,0.037061513181396014,0.8596491228070176,0.8438177874186553,0.8653846153846154,0.840277777777778,0.732142857142857,0.5714285714285714,0.31645569620253167,0.3531876683627656,0.3076524976633889,0.10092052653311982,0.015198067791597523,0.17868338557993735,,,,,,0.4316114678317406,0.2238875989949429,0.10173160173160177,0.12222222222222223,0.10666666666666666,0.12264860797592173,0.2539202308530914
Ghana,GHA,0.25221476030577983,0.5497076023391814,0.3210412147505424,0.44230769230769235,0.31597222222222204,0.625,0.4935064935064935,0.8607594936708861,0.10356180784196349,0.6197078656892809,0.07874832562870752,0.8930713241213875,0.9122257053291537,0.7283950617283951,,,0.5668103448275863,,,0.003590057568143507,0.551948051948052,0.3111111111111111,0.9199999999999998,0.14033107599699018,0.2673393330533173
Greece,GRC,0.06703222119025505,0.48538011695906436,0.7114967462039045,0.5961538461538461,0.8506944444444445,0.01785714285714287,0.0,0.8987341772151899,0.07961688117330139,0.2891894083932613,0.6073813336556183,,0.2100313479623825,,,,,,0.31335953981117504,0.07602732101396266,0.4199134199134199,0.3888888888888889,0.2666666666666666,0.7900677200902934,0.32539587440739365
Guatemala,GTM,0.01402979209830678,0.7153996101364523,0.4511930585683298,0.7499999999999999,0.5833333333333333,0.8571428571428571,0.2987012987012987,0.8101265822784811,0.08410655492367554,0.353038752983524,0.1689528758900605,,0.10971786833855794,,,,0.6956896551724139,,0.019009302915374594,0.006182214306160745,0.6969696969696969,0.7333333333333333,0.7999999999999999,0.07411587659894657,0.20203272793242
Guinea,GIN,0.008189254840322926,0.43079922027290446,0.1887201735357918,0.36538461538461536,0.19444444444444425,0.5535714285714285,0.4285714285714285,0.7468354430379747,0.061658186171804845,0.4409358803037208,0.1303592470616672,,0.23824451410658307,,,,0.2771551724137931,,0.0010144443035494024,3.975700518431348e-06,0.905844155844156,0.8666666666666667,0.8133333333333334,0.14409330323551542,0.21098443784573095
Haiti,HTI,,0.22612085769980503,0.1258134490238612,0.40384615384615385,0.27083333333333326,0.08928571428571426,0.87012987012987,0.6202531645569621,0.1260101765938342,0.25863001212720427,0.22293561349971297,,,,,,0.36293103448275854,,0.005256665936574176,0.0017652110301835183,0.9372294372294373,0.7444444444444445,1.0,0.49811888638073737,0.20252526740691712
Honduras,HND,0.25614417375151816,0.654970760233918,0.3405639913232105,0.7692307692307692,0.6701388888888888,0.8392857142857143,0.4805194805194805,0.7848101265822786,0.025441484585453457,0.4619151713643491,0.19743481282291447,0.5424149318962259,0.8432601880877743,,0.899641577060932,0.7011834319526628,,,0.009683331988426113,0.0028068445660125313,0.6536796536796536,0.7,0.6799999999999999,0.1896162528216704,0.228263822924239
Hong Kong S.A.R. of China,HKG,0.04767092948488962,0.5263157894736843,0.8893709327548808,0.7499999999999999,,0.7142857142857142,0.5454545454545454,0.32911392405063294,,,,0.12068087343706359,0.3918495297805642,0.345679012345679,,,0.46939655172413797,,0.3213137053730965,0.15168887758022964,,,,0.09781790820165535,
Hungary,HUN,0.0900818032435522,0.6647173489278753,0.7310195227765726,0.8461538461538461,0.6770833333333334,0.41071428571428575,0.19480519480519476,0.9240506329113924,0.5375636037114636,0.6485177003112906,0.24386903143285893,0.054762335080426536,0.46394984326018807,0.4074074074074074,,,,,0.18183914141123037,0.033523106771413125,0.36038961038961037,0.1888888888888889,0.2666666666666666,0.1380737396538751,0.4766501118185377
India,IND,0.12224941058798314,0.2709551656920077,0.42299349240780904,0.32692307692307687,0.4166666666666667,0.8214285714285714,0.3116883116883117,0.7848101265822786,0.37144567494762043,0.5618139825893512,0.09328136487697777,0.17840067035801718,0.46708463949843265,,,,,,0.1790494195764695,0.1107709678445342,0.6406926406926408,0.7111111111111111,0.6399999999999999,0.1854778028592927,0.34218034080464976
Indonesia,IDN,0.09042116167750232,0.47563352826510713,0.5401301518438179,0.6923076923076924,0.49305555555555547,0.7857142857142857,1.0,0.9367088607594938,0.006285543250523794,0.4546446420157421,0.20967660714465558,0.13047335819791994,0.14420062695924765,,0.4551971326164876,0.12130177514792899,,,0.1617231719828928,0.05834340510798003,0.5865800865800866,0.5777777777777778,0.7466666666666667,0.1388261851015801,0.22353559747030716
Iran,IRN,0.6901568193184254,0.40155945419103306,0.6572668112798264,0.5192307692307692,0.6250000000000001,0.5357142857142857,0.6233766233766234,0.6962025316455696,0.08829691709069139,0.21620796996778957,0.09426332698834737,0.5341833297734255,0.670846394984326,,,,0.5642241379310345,,0.05597888111404429,0.0183518335930791,0.7261904761904762,0.7222222222222222,0.6933333333333332,0.43679458239277646,0.13292273801560944
Iraq,IRQ,0.3404300921626063,0.3508771929824561,0.6160520607375272,0.4999999999999999,0.4131944444444444,0.35714285714285715,0.33766233766233766,0.759493670886076,0.018856629751571395,0.5133978572697568,0.47308920244533736,0.5643658708903603,0.45454545454545453,0.4444444444444444,,,,0.7244125072829674,,0.011700486625743457,0.9383116883116884,1.0,0.8533333333333333,0.47140707298720835,0.3351145631555552
Ireland,IRL,0.36559619918553976,0.8576998050682261,0.9262472885032538,0.9615384615384615,0.8506944444444445,0.8571428571428571,0.6623376623376623,0.22784810126582283,0.19335528284944628,0.6418052540919659,0.4338812178344462,0.646879056241066,0.9435736677115988,0.6419753086419753,,,,,0.1190473445767577,0.05676505200216278,0.03896103896103898,0.12222222222222223,0.19999999999999996,0.23401053423626786,0.42301391825861945
Israel,ISR,0.35680860184325214,0.9103313840155945,0.7765726681127983,0.9230769230769231,0.8819444444444442,0.6071428571428571,0.5714285714285714,0.7974683544303798,0.09577970667464829,0.46644549323734563,0.3766152017806246,,1.0,0.0,,,,,0.041523049788465306,0.03006424732037785,0.6515151515151516,0.6555555555555556,0.3333333333333333,0.14033107599699018,0.31294680056420615
Italy,ITA,0.08032078302493391,0.6900584795321638,0.7895878524945772,0.9230769230769231,0.8923611111111113,0.35714285714285715,0.33766233766233766,0.8987341772151899,0.12870398084405868,0.1964858142606654,0.2581956068525848,0.3746611241641063,0.2225705329153605,,,,,,0.6714007400832306,0.18567714131229923,0.2867965367965369,0.3888888888888889,0.09333333333333331,0.4033107599699022,0.19446180065243626
Japan,JPN,0.21447453025648353,0.6335282651072125,0.8112798264642084,0.8461538461538461,0.9444444444444446,0.7499999999999999,0.10389610389610388,0.6329113924050633,0.5863513917988625,0.29738299565119997,0.31680111994037724,,0.4764890282131662,,,,,,0.33061662074769155,0.14694984256225946,0.20238095238095238,0.06666666666666668,0.2533333333333333,0.08690744920993226,0.4001785024634799
Jordan,JOR,0.02847931699649925,0.41910331384015587,0.475054229934924,0.7115384615384616,0.6562499999999998,0.6071428571428571,0.1818181818181818,,0.0,0.4900510578475371,0.1858929812369701,,0.1347962382445141,,,,0.22068965517241382,,0.04418596608528249,0.021997550968480648,0.6493506493506495,0.5222222222222223,0.38666666666666666,0.5500376222723852,0.22531467969483573
Kazakhstan,KAZ,,0.6276803118908382,0.7071583514099784,0.9038461538461539,0.5659722222222222,0.5714285714285714,0.3246753246753246,0.759493670886076,0.627057767135588,0.177852789643213,0.22288022076522543,,0.4294670846394985,,0.07526881720430113,0.0014792899408284039,0.19267241379310343,,0.08864859879880573,0.009303139213129353,0.510822510822511,0.4666666666666667,0.3066666666666666,0.16591422121896163,0.3425969258480088
Kenya,KEN,0.4466046295634779,0.354775828460039,0.2516268980477224,0.5192307692307692,0.40972222222222215,0.7499999999999999,0.7012987012987013,0.8734177215189873,0.10386111942532175,0.6249217911185606,0.26576426866483366,,0.4357366771159875,,,,0.46379310344827596,,0.01559708116707206,0.006154384402531726,0.840909090909091,0.8111111111111112,0.8399999999999999,0.08276899924755456,0.33151572640290533
Kosovo,KXK,0.037508037436593554,0.6803118908382066,0.5119305856832971,0.6730769230769231,,0.7678571428571428,0.5324675324675324,0.9746835443037976,,,,,0.34796238244514105,,,,,,,,,,,,
Kuwait,KWT,0.24685646924340932,0.668615984405458,0.9262472885032538,0.7884615384615384,0.6527777777777778,0.8035714285714285,0.33766233766233766,,0.005686920083807241,0.30861803940955196,0.4356638567443172,0.5170793421290439,0.8840125391849531,,,,,0.9271703243348223,0.08525943260285658,0.002492764225056455,0.43073593073593075,0.35555555555555557,0.3066666666666666,0.049285176824680206,0.24998960541255877
Kyrgyzstan,KGZ,0.13605594055869114,0.5789473684210525,0.2819956616052063,0.8461538461538461,0.5590277777777777,0.7678571428571428,0.5974025974025974,0.8987341772151899,0.19365459443280456,0.4931272738508123,0.30435286179009174,0.32566583967270757,0.47335423197492166,,0.06810035842293914,0.34319526627218944,0.37844827586206903,,0.004726388232446079,0.0018447250405521454,0.6666666666666666,0.6111111111111112,0.7599999999999999,0.2407825432656132,0.33037824335790283
Latvia,LVA,0.005974494534543117,0.6471734892787525,0.7158351409978311,0.8846153846153846,0.6527777777777778,0.48214285714285704,0.1818181818181818,0.8101265822784811,0.5881472612990123,0.5401163284695776,0.41376861951234245,,0.07523510971786836,,,,,,0.022340830230440246,0.00371727998473331,0.2997835497835498,0.2222222222222222,0.4666666666666666,0.30963130173062453,0.5140107364269775
Lebanon,LBN,0.29447381581767523,0.48538011695906436,0.5488069414316702,0.6538461538461539,0.6562499999999998,0.3035714285714285,0.2987012987012987,0.949367088607595,0.057168512421430694,0.2553742053591429,0.05452155784512193,0.7857483199973713,0.8871473354231977,0.7654320987654321,,,,,0.021280274822184052,0.03208390318374098,0.7521645021645023,0.8555555555555555,0.4933333333333333,0.2155756207674943,0.12235475854189849
Liberia,LBR,1.0,0.34307992202729043,0.05206073752711502,0.4615384615384616,0.26388888888888873,0.5357142857142857,0.3766233766233766,0.8987341772151899,0.12960191559413348,0.37700736129027274,0.08165896204086977,0.4872582685703958,0.7492163009404389,0.7901234567901234,,,0.0564655172413793,0.0,,,0.8127705627705628,0.6000000000000001,0.7866666666666666,0.09443190368698268,0.19608941297509197
Lithuania,LTU,0.13132278345359719,0.7037037037037036,0.7527114967462042,0.9423076923076924,0.6597222222222223,0.5714285714285714,0.15584415584415579,0.7974683544303798,1.0,0.7093661411544788,0.12012669829088238,,0.7053291536050157,,,,,,0.028957773755864755,0.005204191978626634,0.24891774891774898,0.23333333333333334,0.41333333333333333,0.2475545522949586,0.6098309464817872
Luxembourg,LUX,0.006581767521611774,0.8576998050682261,1.0,0.9038461538461539,0.8645833333333331,0.8392857142857143,0.4415584415584415,0.21518987341772156,0.26369350493864113,0.1811626667490596,0.20731486237423333,,0.1347962382445141,,,,,,0.011931248342882174,0.019787061480232817,0.050865800865800864,0.07777777777777778,0.10666666666666666,0.18924003009781787,0.21739034468731136
Macedonia,MKD,0.0017057226548546117,0.5009746588693957,0.5748373101952279,0.6923076923076924,0.6805555555555555,0.5714285714285714,0.3116883116883117,0.8860759493670887,0.17779108051481593,0.4619035848633951,0.2560755758326535,,0.03448275862068965,,,0.2928994082840237,,,0.0071472212295526074,0.0012523456633058744,0.512987012987013,0.5111111111111111,0.52,0.8235515425131678,0.2985900804036215
Madagascar,MDG,0.2304154461670358,0.27680311890838205,0.09327548806941427,0.36538461538461536,0.3819444444444445,0.2499999999999999,0.33766233766233766,0.8734177215189873,0.09667764142472313,0.27038258626149964,0.16225539072020626,,0.4106583072100314,0.25925925925925924,,,,,0.002812777387114252,0.0033117585318533124,0.7067099567099567,0.6777777777777777,0.72,0.046651617757712566,0.1764385394688097
