Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Congo,3473.0,3460.0,3454.0,3326.0,3057.0,3091.0,3133.0,3025.0,3048.0,2885.0,3015.0,3041.0,3092.0,3029.0,3042.0,3176.0,3264.0,3104.0,3166.0,3292.0,3473.0,3493.0,3533.0,3565.0,3715.0,3720.0,3525.0,3329.0
Costa Rica,9542.0,9506.0,10114.0,10555.0,10753.0,10922.0,10793.0,11129.0,11638.0,11843.0,12058.0,12257.0,12454.0,12787.0,13149.0,13465.0,14241.0,15197.0,15695.0,15345.0,15905.0,16391.0,16976.0,17163.0,17569.0,18010.0,18577.0,19012.0
Cote d'Ivoire,3293.0,3177.0,3058.0,2947.0,2870.0,2974.0,3103.0,3120.0,3177.0,3139.0,2996.0,2928.0,2816.0,2720.0,2696.0,2685.0,2668.0,2656.0,2663.0,2688.0,2679.0,2501.0,2702.0,2870.0,3045.0,3232.0,3402.0,3572.0
Croatia,,,,,,14904.0,15991.0,17154.0,17509.0,17441.0,18191.0,19537.0,20525.0,21676.0,22572.0,23515.0,24686.0,25991.0,26452.0,24531.0,24219.0,24227.0,23757.0,23693.0,23765.0,24546.0,25579.0,26700.0
Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,22426.0,22015.0,23452.0,23052.0,23913.0,25447.0,25357.0,25660.0,26897.0,27927.0,29280.0,30111.0,30876.0,31303.0,32439.0,33527.0,34527.0,35523.0,35905.0,34250.0,34038.0,33314.0,31679.0,29672.0,29441.0,30608.0,32524.0,33628.0
Czech Republic,23662.0,20964.0,20836.0,20827.0,21426.0,22773.0,23762.0,23646.0,23591.0,23953.0,25045.0,25871.0,26349.0,27306.0,28637.0,30466.0,32466.0,34086.0,34711.0,32856.0,33505.0,34030.0,33711.0,33537.0,34411.0,36167.0,36982.0,38489.0
Democratic Republic of the Congo,1820.0,1606.0,1383.0,1151.0,1066.0,1040.0,1001.0,921.0,886.0,828.0,752.0,716.0,715.0,733.0,758.0,779.0,794.0,817.0,840.0,836.0,866.0,895.0,927.0,972.0,1030.0,1065.0,1056.0,1060.0
Denmark,39121.0,39564.0,40205.0,40075.0,42070.0,43118.0,44118.0,45368.0,46206.0,47411.0,49024.0,49251.0,49322.0,49380.0,50567.0,51606.0,53450.0,53697.0,53109.0,50234.0,50947.0,51416.0,51339.0,51602.0,52173.0,53019.0,54314.0,55065.0
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,4054.0,4266.0,4517.0,4751.0,4913.0
Dominica,7776.0,7886.0,8026.0,8167.0,8145.0,8385.0,8665.0,8897.0,9287.0,9367.0,9611.0,9604.0,9309.0,9863.0,10123.0,10160.0,10614.0,11276.0,12073.0,11928.0,12004.0,11970.0,11835.0,11709.0,12218.0,11872.0,12155.0,11304.0
Dominican Republic,6203.0,6144.0,6706.0,7068.0,7122.0,7397.0,7707.0,8256.0,8670.0,9044.0,9322.0,9410.0,9691.0,9425.0,9533.0,10291.0,11087.0,11756.0,11981.0,11944.0,12782.0,13024.0,13220.0,13702.0,14500.0,15328.0,16167.0,16735.0
Ecuador,8294.0,8450.0,8433.0,8407.0,8572.0,8576.0,8539.0,8724.0,8826.0,8243.0,8176.0,8351.0,8542.0,8626.0,9178.0,9504.0,9757.0,9806.0,10257.0,10149.0,10341.0,10984.0,11431.0,11819.0,12078.0,11896.0,11552.0,11618.0
Egypt,6087.0,6017.0,6153.0,6203.0,6321.0,6483.0,6671.0,6898.0,7138.0,7423.0,7745.0,7868.0,7905.0,8008.0,8184.0,8397.0,8814.0,9275.0,9764.0,10031.0,10340.0,10302.0,10301.0,10290.0,10354.0,10570.0,10796.0,11014.0
El Salvador,5253.0,5259.0,5552.0,5795.0,5989.0,6198.0,6182.0,6313.0,6423.0,6509.0,6534.0,6548.0,6612.0,6680.0,6706.0,6855.0,7121.0,7222.0,7376.0,7192.0,7312.0,7559.0,7737.0,7875.0,7972.0,8125.0,8288.0,8437.0
Equatorial Guinea,1040.0,997.0,1300.0,1395.0,1572.0,1781.0,2857.0,6868.0,8166.0,9851.0,11177.0,17523.0,20084.0,21945.0,29004.0,32390.0,33331.0,36685.0,41249.0,39914.0,34732.0,35378.0,36671.0,33679.0,32436.0,28314.0,24827.0,22551.0
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,,,,11933.0,11991.0,12760.0,13589.0,15538.0,16367.0,16253.0,17809.0,18995.0,20416.0,22099.0,23736.0,26138.0,28847.0,31174.0,29667.0,25434.0,26182.0,28216.0,29198.0,29696.0,30664.0,31209.0,32021.0,33821.0
Ethiopia,767.0,688.0,606.0,662.0,659.0,677.0,737.0,738.0,692.0,706.0,728.0,766.0,756.0,719.0,793.0,863.0,930.0,1009.0,1087.0,1151.0,1260.0,1362.0,1438.0,1546.0,1657.0,1780.0,1896.0,2021.0
Federated States of Micronesia,3002.0,3145.0,3186.0,3362.0,3277.0,3458.0,3324.0,3118.0,3214.0,3272.0,3442.0,3524.0,3548.0,3608.0,3506.0,3594.0,3617.0,3582.0,3526.0,3585.0,3668.0,3765.0,3658.0,3476.0,3348.0,3456.0,3445.0,3498.0
Fiji,8427.0,8124.0,8514.0,8575.0,8887.0,8993.0,9317.0,9017.0,9049.0,9770.0,9549.0,9705.0,9999.0,10089.0,10600.0,10626.0,10741.0,10543.0,10537.0,10290.0,10518.0,10757.0,10888.0,11397.0,12023.0,12553.0,12812.0,13429.0
Finland,33005.0,30884.0,29691.0,29344.0,30368.0,31528.0,32577.0,34538.0,36326.0,37829.0,39930.0,40879.0,41476.0,42207.0,43764.0,44827.0,46454.0,48708.0,48862.0,44702.0,45916.0,46868.0,45993.0,45369.0,45017.0,45120.0,46173.0,47471.0
France,33872.0,34038.0,34411.0,34046.0,34720.0,35323.0,35696.0,36401.0,37568.0,38654.0,39897.0,40393.0,40556.0,40601.0,41444.0,41817.0,42543.0,43306.0,43174.0,41719.0,42322.0,43042.0,42968.0,42994.0,43200.0,43525.0,43888.0,44783.0
Gabon,18178.0,18769.0,17703.0,17916.0,18098.0,18513.0,18702.0,19283.0,19464.0,17297.0,16566.0,16521.0,16092.0,16059.0,15766.0,15760.0,14894.0,15334.0,14377.0,13934.0,14414.0,14882.0,15082.0,15341.0,15436.0,15509.0,15359.0,15007.0
Georgia,11146.0,8732.0,4774.0,3350.0,3048.0,3247.0,3744.0,4273.0,4516.0,4742.0,4924.0,5241.0,5578.0,6236.0,6639.0,7322.0,8057.0,9118.0,9367.0,9106.0,9746.0,10551.0,11309.0,11752.0,12263.0,12611.0,12969.0,13590.0
Germany,36640.0,38232.0,38674.0,38044.0,38822.0,39302.0,39510.0,40156.0,40961.0,41709.0,42858.0,43512.0,43353.0,43020.0,43541.0,43880.0,45606.0,47029.0,47572.0,44976.0,46927.0,49681.0,49796.0,49873.0,50771.0,51209.0,51930.0,53012.0
Ghana,2344.0,2398.0,2420.0,2466.0,2477.0,2510.0,2558.0,2599.0,2655.0,2705.0,2737.0,2778.0,2832.0,2907.0,2995.0,3093.0,3208.0,3262.0,3470.0,3546.0,3732.0,4155.0,4434.0,4649.0,4676.0,4670.0,4724.0,4997.0
Greece,24459.0,24917.0,24900.0,24358.0,24721.0,25122.0,25728.0,26749.0,27638.0,28378.0,29370.0,30425.0,31502.0,33248.0,34845.0,34951.0,36816.0,37924.0,37697.0,35981.0,33966.0,30909.0,28808.0,28077.0,28474.0,28537.0,28601.0,29089.0
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,8822.0,8932.0,8792.0,8526.0,8572.0,8673.0,8994.0,9393.0,10450.0,11126.0,11624.0,11343.0,11690.0,12750.0,12626.0,14259.0,13654.0,14455.0,14555.0,13550.0,13424.0,13456.0,13220.0,13440.0,14330.0,15156.0,15628.0,16235.0
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,5740.0,5812.0,5952.0,6042.0,6142.0,6299.0,6341.0,6471.0,6644.0,6746.0,6831.0,6830.0,6929.0,6939.0,6992.0,7055.0,7267.0,7554.0,7632.0,7506.0,7555.0,7702.0,7764.0,7883.0,8043.0,8206.0,8291.0,8353.0
Guinea,1508.0,1504.0,1511.0,1546.0,1565.0,1595.0,1623.0,1663.0,1680.0,1702.0,1705.0,1730.0,1784.0,1772.0,1778.0,1794.0,1777.0,1856.0,1889.0,1826.0,1871.0,1933.0,2002.0,2035.0,2062.0,2088.0,2253.0,2418.0
Guinea-Bissau,1995.0,2050.0,2026.0,2023.0,2042.0,2088.0,2284.0,2386.0,1683.0,1668.0,1723.0,1723.0,1669.0,1641.0,1648.0,1678.0,1676.0,1689.0,1700.0,1714.0,1747.0,1840.0,1761.0,1770.0,1741.0,1800.0,1864.0,1925.0
Guyana,3492.0,3698.0,3963.0,4255.0,4590.0,4805.0,5191.0,5532.0,5470.0,5662.0,5607.0,5747.0,5815.0,5776.0,5861.0,5744.0,6037.0,6459.0,6584.0,6810.0,7075.0,7417.0,7774.0,8122.0,8393.0,8604.0,8848.0,8989.0
Haiti,2200.0,2197.0,2041.0,1893.0,1636.0,1765.0,1805.0,1820.0,1827.0,1844.0,1829.0,1779.0,1745.0,1723.0,1635.0,1638.0,1648.0,1676.0,1663.0,1688.0,1611.0,1674.0,1697.0,1744.0,1767.0,1764.0,1766.0,1764.0
Honduras,3990.0,3749.0,3866.0,4003.0,3900.0,4025.0,3985.0,4050.0,4078.0,3936.0,4109.0,4110.0,4155.0,4236.0,4390.0,4546.0,4734.0,4914.0,5012.0,4788.0,4867.0,4956.0,5065.0,5113.0,5177.0,5283.0,5396.0,5562.0
Hungary,,16544.0,16043.0,15969.0,16462.0,16731.0,16773.0,17335.0,18053.0,18661.0,19547.0,20390.0,21418.0,22357.0,23487.0,24532.0,25561.0,25663.0,25980.0,24277.0,24493.0,25010.0,24769.0,25325.0,26459.0,27541.0,28231.0,29529.0
Iceland,34922.0,34442.0,32865.0,32960.0,33854.0,33710.0,35062.0,36024.0,38169.0,39235.0,40595.0,41621.0,41532.0,42181.0,45175.0,47280.0,48607.0,51831.0,51889.0,48208.0,46619.0,47351.0,47710.0,49215.0,49683.0,51365.0,54381.0,55565.0
India,1809.0,1791.0,1852.0,1902.0,1989.0,2099.0,2216.0,2263.0,2359.0,2521.0,2572.0,2650.0,2705.0,2870.0,3048.0,3238.0,3445.0,3653.0,3711.0,3947.0,4225.0,4389.0,4572.0,4807.0,5104.0,5451.0,5833.0,6185.0
Indonesia,4532.0,4762.0,4986.0,5223.0,5528.0,5891.0,6257.0,6457.0,5530.0,5497.0,5688.0,5815.0,5995.0,6198.0,6423.0,6698.0,6973.0,7318.0,7656.0,7905.0,8285.0,8679.0,9079.0,9455.0,9799.0,10148.0,10529.0,10934.0
Iran,8650.0,9499.0,9586.0,9532.0,9254.0,9334.0,9683.0,9600.0,9681.0,9638.0,10075.0,10027.0,10622.0,11408.0,11764.0,11998.0,12457.0,13325.0,13213.0,13199.0,13806.0,14005.0,12807.0,12625.0,13039.0,12698.0,14205.0,14536.0
Iraq,7962.0,2787.0,3592.0,4544.0,4578.0,4534.0,4880.0,5735.0,7498.0,8551.0,8414.0,8356.0,7553.0,4913.0,7381.0,7531.0,8137.0,8113.0,8633.0,8744.0,9064.0,9436.0,10358.0,10719.0,10401.0,10311.0,11542.0,10972.0
Ireland,26474.0,26830.0,27539.0,28139.0,29642.0,32332.0,34455.0,37831.0,40692.0,44462.0,48017.0,49754.0,51818.0,52521.0,55035.0,56919.0,58214.0,59566.0,55749.0,52383.0,53041.0,52992.0,52887.0,53320.0,57461.0,71243.0,73035.0,78128.0
Israel,24489.0,24840.0,25858.0,26217.0,27444.0,28486.0,29147.0,29545.0,30008.0,30164.0,31568.0,30869.0,30249.0,29996.0,30704.0,31348.0,32512.0,33784.0,34184.0,33685.0,34928.0,35928.0,36067.0,36869.0,37527.0,37633.0,38372.0,38967.0
Italy,36752.0,37292.0,37578.0,37234.0,38028.0,39125.0,39609.0,40313.0,41031.0,41691.0,43250.0,44069.0,44116.0,43981.0,44319.0,44463.0,45123.0,45563.0,44827.0,42267.0,42859.0,43088.0,41691.0,40452.0,40080.0,40431.0,41018.0,41785.0
Jamaica,8591.0,8935.0,9030.0,9786.0,9825.0,9958.0,9850.0,9642.0,9327.0,9340.0,9343.0,9398.0,9521.0,9810.0,9883.0,9917.0,10151.0,10245.0,10112.0,9625.0,9435.0,9545.0,9433.0,9425.0,9436.0,9471.0,9551.0,9598.0
Japan,32071.0,33064.0,33262.0,33008.0,33222.0,34003.0,34969.0,35261.0,34768.0,34617.0,35520.0,35579.0,35538.0,36004.0,36785.0,37393.0,37900.0,38483.0,38044.0,35988.0,37490.0,37516.0,38137.0,38956.0,39154.0,39675.0,39963.0,40801.0
Jordan,7453.0,7197.0,8074.0,7997.0,7999.0,8163.0,8080.0,8148.0,8230.0,8362.0,8563.0,8850.0,9185.0,9363.0,9898.0,10360.0,10777.0,11166.0,11424.0,11461.0,11131.0,10821.0,10520.0,10272.0,10116.0,9971.0,9867.0,9841.0
Kazakhstan,13476.0,11919.0,11295.0,10324.0,9155.0,8553.0,8727.0,9016.0,8999.0,9331.0,10276.0,11683.0,12827.0,13973.0,15208.0,16536.0,18113.0,19500.0,19900.0,19615.0,20751.0,21970.0,22703.0,23721.0,24356.0,24290.0,24211.0,24863.0
Kenya,3200.0,3140.0,3016.0,2933.0,2919.0,2958.0,2992.0,2922.0,2935.0,2921.0,2859.0,2887.0,2825.0,2830.0,2895.0,2983.0,3090.0,3211.0,3131.0,3146.0,3319.0,3428.0,3491.0,3600.0,3697.0,3813.0,3940.0,4036.0
Kiribati,2139.0,2101.0,2089.0,2081.0,2090.0,2062.0,2066.0,2066.0,2165.0,2095.0,2189.0,2120.0,2164.0,2169.0,2094.0,2155.0,2108.0,2102.0,2011.0,1984.0,1927.0,1924.0,1984.0,2039.0,1997.0,2174.0,2253.0,2228.0
Kuwait,,,,,,63725.0,63285.0,61688.0,59726.0,55035.0,54985.0,53579.0,54323.0,63009.0,68234.0,73156.0,75225.0,75581.0,73023.0,63886.0,58810.0,60887.0,61417.0,58995.0,56648.0,54834.0,54709.0,50856.0
Kyrgyzstan,5167.0,4684.0,3987.0,3370.0,2694.0,2523.0,2662.0,2883.0,2900.0,2961.0,3085.0,3219.0,3189.0,3377.0,3571.0,3525.0,3595.0,3865.0,4150.0,4219.0,4149.0,4343.0,4263.0,4635.0,4724.0,4809.0,4914.0,5047.0
Laos,1965.0,1992.0,2047.0,2112.0,2228.0,2330.0,2439.0,2555.0,2608.0,2750.0,2861.0,2978.0,3106.0,3245.0,3399.0,3584.0,3830.0,4053.0,4296.0,4542.0,4850.0,5159.0,5489.0,5842.0,6193.0,6544.0,6896.0,7258.0
Latvia,,,,,9529.0,9492.0,9844.0,10832.0,11630.0,12057.0,12855.0,13845.0,15003.0,16427.0,17992.0,20142.0,22744.0,25226.0,24639.0,21483.0,20953.0,22679.0,23912.0,24732.0,25444.0,26490.0,27207.0,28489.0
Lebanon,7709.0,11054.0,12224.0,12831.0,13231.0,13585.0,14773.0,14734.0,15129.0,14832.0,14659.0,14657.0,14466.0,14231.0,14527.0,14516.0,14573.0,15909.0,17390.0,18947.0,19891.0,19112.0,18439.0,17720.0,17051.0,16413.0,16233.0,16082.0
Lesotho,1362.0,1425.0,1490.0,1508.0,1565.0,1585.0,1642.0,1674.0,1675.0,1664.0,1718.0,1776.0,1794.0,1887.0,1931.0,2007.0,2099.0,2203.0,2352.0,2399.0,2546.0,2704.0,2847.0,2889.0,2949.0,3006.0,3079.0,2985.0
Liberia,,,,,,,,,,,1699.0,1686.0,1709.0,1173.0,1182.0,1212.0,1266.0,1333.0,1371.0,1387.0,1420.0,1488.0,1561.0,1652.0,1621.0,1580.0,1516.0,1516.0
Libya,,,,,,,,,,16403.0,16746.0,16193.0,15783.0,17553.0,18049.0,19883.0,20858.0,21857.0,22129.0,21685.0,22540.0,8480.0,18807.0,16160.0,12201.0,11022.0,10592.0,13237.0
Lithuania,,,,,,10671.0,11307.0,12335.0,13353.0,13295.0,13902.0,14931.0,16069.0,17908.0,19296.0,21129.0,23059.0,25921.0,26877.0,23151.0,23992.0,26019.0,27381.0,28644.0,29905.0,30801.0,31993.0,33821.0
Luxembourg,67951.0,72843.0,73190.0,75247.0,77066.0,77079.0,77093.0,80479.0,84289.0,90211.0,96340.0,97611.0,100283.0,100686.0,102850.0,104502.0,108174.0,115415.0,111920.0,105078.0,108197.0,108505.0,105557.0,106915.0,108911.0,110952.0,113554.0,112823.0
Macedonia,11402.0,10714.0,10034.0,9306.0,9153.0,9044.0,9123.0,9207.0,9459.0,9810.0,10203.0,9852.0,9969.0,10168.0,10625.0,11109.0,11664.0,12405.0,13072.0,13014.0,13440.0,13743.0,13669.0,14056.0,14554.0,15104.0,15524.0,15552.0
Madagascar,1853.0,1686.0,1657.0,1641.0,1591.0,1569.0,1554.0,1561.0,1572.0,1594.0,1619.0,1664.0,1409.0,1501.0,1534.0,1558.0,1589.0,1640.0,1701.0,1588.0,1553.0,1535.0,1539.0,1532.0,1541.0,1547.0,1566.0,1584.0
