Country name,Code,GDP,Happiness Index,Log GDP,Social support,Healthy life exp,Freedom,Generosity,Pct corruption,Blue Index,Suicide,Depression & Anxiety,Substance Abuse,Physician perpop,Average Age,Sleep (min),Gini index,Pct Poverty,Pct spent ed,Literacy rate,Tourist arrivals,Rev tourism,Fragile index ,Security index,brain drain,Unemployment rate
Denmark,DNK,0.484193041366007,0.9610136452241715,0.8524945770065077,0.9807692307692307,0.847222222222222,0.9464285714285714,0.5844155844155844,0.02531645569620252,0.23315198647951338,0.2771625261897635,0.27897435897435896,0.14331907427441776,0.24918259040796545,0.3981191222570533,,,,,,0.1431173412337026,0.11189880089603374,0.18611987381703468,0.08045977011494253,0.07999999999999997,0.19751693002257334
Dominican Republic,DOM,0.14188754733157105,0.5750487329434698,0.6030368763557483,0.8653846153846154,0.6180555555555555,0.7678571428571428,0.22077922077922074,0.759493670886076,0.21338846402485334,0.06794372942232864,0.2367179487179487,0.33550371393428263,0.12419696695857911,0.3855799373040752,,,0.34319526627218944,,,0.07120707344346203,0.0944524970351825,0.6855941114616193,0.5517241379310345,0.7733333333333332,0.20090293453724603
Ecuador,ECU,0.09619025505465457,0.6198830409356725,0.5249457700650759,0.7884615384615384,0.7118055555555556,0.8035714285714285,0.15584415584415579,0.7215189873417721,0.24055295041318855,0.17958695001496555,0.28082051282051285,0.26125138840408724,0.12419696695857911,0.26645768025078365,,0.6917562724014339,0.2825443786982249,,0.86482812196543,0.020692358237172467,0.02026617472657794,0.7728706624605678,0.6666666666666667,0.6,0.12603461249059442
Egypt,EGY,0.09079624205186826,0.24756335282651074,0.5314533622559652,0.38461538461538464,0.47569444444444436,0.28571428571428564,0.1688311688311688,,0.15676492078272988,0.06195749775516311,0.3222564102564103,0.08608085433661625,0.6291014245107865,0.3667711598746082,0.2716049382716049,,0.44526627218934917,,0.44416391532336374,0.0939052647353799,0.11358545262880484,0.9043112513144058,0.8160919540229885,0.4533333333333333,0.42325056433408575
El Salvador,SLV,0.06778238193898693,0.7173489278752436,0.44685466377440364,0.7499999999999999,0.6284722222222221,0.5892857142857143,0.15584415584415579,0.7848101265822786,0.2955491966655522,0.21580365160131698,0.2877948717948718,0.38304906660046784,0.5618355979823538,0.8557993730407525,,0.45161290322580655,0.39644970414201186,0.3724137931034483,0.780345698193824,0.017810414192998027,0.015957306628014232,0.7287066246056781,0.7241379310344828,0.88,0.14672686230248305
Estonia,EST,0.29447381581767523,0.6393762183235868,0.7548806941431672,0.9615384615384615,0.7187500000000002,0.7678571428571428,0.24675324675324672,0.6455696202531647,0.6225205360717432,0.4142472313678539,0.5700512820512821,0.8832630947960936,0.5279233688776432,0.8495297805642634,0.8518518518518519,,,,,0.037269300379263834,0.027803399657398867,0.4300736067297582,0.26436781609195403,0.36,0.19826937547027837
Finland,FIN,0.41637493748660426,1.0,0.8242950108459872,1.0,0.8368055555555555,0.9464285714285714,0.3766233766233766,0.0379746835443038,0.38315442216329215,0.38521400778210113,0.5778461538461539,0.18640310486162157,0.5279233688776432,0.8150470219435737,0.9753086419753086,,,,,0.03653152270395518,0.06840163394386613,0.15667718191377494,0.08045977011494253,0.13333333333333328,0.30662151993980435
France,FRA,0.3923697935271844,0.7758284600389863,0.8112798264642084,0.9423076923076924,0.8993055555555554,0.7142857142857142,0.22077922077922074,0.5569620253164557,0.3780962690471343,0.41843759353486976,0.6036923076923076,0.11215890591422549,0.10490774362091912,0.10031347962382449,0.8765432098765432,,,,,1.0,0.8949795757016735,0.3123028391167192,0.26436781609195403,0.12000000000000001,0.33521444695259595
Gabon,GAB,0.126455669071944,0.4132553606237817,0.6203904555314533,0.7115384615384616,0.3993055555555556,0.39285714285714285,0.06493506493506492,0.8987341772151899,0.293384776739064,0.19245734809937143,0.4676923076923077,0.22000467442551289,0.4506678934656524,0.7115987460815049,,0.45161290322580655,0.4585798816568048,,,,,0.7360672975814931,0.48275862068965525,0.6399999999999999,0.7332580887885628
Georgia,GEO,0.11380117167964564,0.34892787524366475,0.509761388286334,0.2884615384615384,0.5902777777777778,0.6964285714285713,0.07792207792207788,0.5443037974683544,0.26713787967177266,0.19425321759952108,0.22912820512820511,0.37803221628759176,1.0,0.993730407523511,,0.44802867383512546,0.2884615384615385,0.2586206896551724,0.9916488638570595,0.04677971572503948,0.03893793648702069,0.7644584647739221,0.6666666666666667,0.48000000000000004,0.5060195635816402
Germany,DEU,0.4658587554475959,0.8596491228070176,0.8438177874186553,0.8653846153846154,0.840277777777778,0.732142857142857,0.5714285714285714,0.31645569620253167,0.3103812193719647,0.3531876683627656,0.4391794871794872,0.13877650257364138,0.015198067791597523,0.17868338557993735,0.7530864197530864,,,,,0.4316114678317406,0.7420477006193175,0.25552050473186116,0.12643678160919541,0.10666666666666666,0.12264860797592173
Ghana,GHA,0.037061513181396014,0.5497076023391814,0.3210412147505424,0.44230769230769235,0.31597222222222204,0.625,0.4935064935064935,0.8607594936708861,0.14661050910191706,0.10356180784196349,0.21517948717948718,0.12109023228430046,0.8930713241213875,0.9122257053291537,,,,0.5668103448275863,,,0.011898800896033733,0.6929547844374343,0.3218390804597701,0.9199999999999998,0.14033107599699018
Greece,GRC,0.25221476030577983,0.48538011695906436,0.7114967462039045,0.5961538461538461,0.8506944444444445,0.01785714285714287,0.0,0.8987341772151899,0.22857269763258925,0.06345405567195452,0.5526153846153846,0.0696486526104286,0.8930713241213875,0.2100313479623825,0.7283950617283951,,,,,0.31335953981117504,0.25198313348267226,0.5646687697160883,0.40229885057471265,0.2666666666666666,0.7900677200902934
Guatemala,GTM,0.06703222119025505,0.7153996101364523,0.4511930585683298,0.7499999999999999,0.5833333333333333,0.8571428571428571,0.2987012987012987,0.8101265822784811,0.24308389941429387,0.08410655492367554,0.2562051282051282,0.3889400151140779,0.04362256214777452,0.10971786833855794,,,,0.6956896551724139,,0.019009302915374594,0.020490183159836604,0.8338590956887486,0.7586206896551725,0.7999999999999999,0.07411587659894657
Guinea,GIN,0.01402979209830678,0.43079922027290446,0.1887201735357918,0.36538461538461536,0.19444444444444425,0.5535714285714285,0.4285714285714285,0.7468354430379747,0.12270870572793378,0.10326249625860519,0.18912820512820513,0.07573541579699102,0.04362256214777452,0.23824451410658307,,,,0.2771551724137931,,0.0010144443035494024,1.3176966662274344e-05,0.0904311251314406,0.8965517241379312,0.8133333333333334,0.14409330323551542
Haiti,HTI,0.008189254840322926,0.22612085769980503,0.1258134490238612,0.40384615384615385,0.27083333333333326,0.08928571428571426,0.87012987012987,0.6202531645569621,0.20162009621406626,0.1260101765938342,0.23138461538461538,0.24746549666374923,0.04362256214777452,0.23824451410658307,,,,0.36293103448275854,,0.005256665936574176,0.005850573198049809,0.120925341745531,0.7701149425287357,1.0,0.49811888638073737
Honduras,HND,0.042107237265128244,0.654970760233918,0.3405639913232105,0.7692307692307692,0.6701388888888888,0.8392857142857143,0.4805194805194805,0.7848101265822786,0.13929673858230748,0.025441484585453457,0.12943589743589742,0.2630128337255716,0.5424149318962259,0.9090909090909092,,0.899641577060932,0.7011834319526628,,,0.009683331988426113,0.009302938463565688,0.7917981072555204,0.7241379310344828,0.6799999999999999,0.1896162528216704
Hong Kong S.A.R. of China,HKG,,0.5263157894736843,0.8893709327548808,0.7499999999999999,,0.7142857142857142,0.5454545454545454,0.32911392405063294,,,,,0.5424149318962259,0.8432601880877743,,,,0.46939655172413797,,0.3213137053730965,0.5027539860324154,,,,0.09781790820165535
Hungary,HUN,0.25614417375151816,0.6647173489278753,0.7310195227765726,0.8461538461538461,0.6770833333333334,0.41071428571428575,0.19480519480519476,0.9240506329113924,0.43795196716521384,0.5375636037114636,0.37333333333333335,0.4029589644508444,0.5424149318962259,0.3918495297805642,,,,,,0.18183914141123037,0.11110818289629727,0.5068349106203995,0.19540229885057475,0.2666666666666666,0.1380737396538751
India,IND,0.04767092948488962,0.2709551656920077,0.42299349240780904,0.32692307692307687,0.4166666666666667,0.8214285714285714,0.3116883116883117,0.7848101265822786,0.2885714187750115,0.37144567494762043,0.3364102564102564,0.1578583249671578,0.054762335080426536,0.46394984326018807,0.345679012345679,,,,,0.1790494195764695,0.3671366451442878,0.7791798107255521,0.7356321839080461,0.6399999999999999,0.1854778028592927
Indonesia,IDN,0.0900818032435522,0.47563352826510713,0.5401301518438179,0.6923076923076924,0.49305555555555547,0.7857142857142857,1.0,0.9367088607594938,0.02419277368323904,0.006285543250523794,0.0,0.06629277779919333,0.12068087343706359,0.46708463949843265,0.4074074074074074,0.4551971326164876,0.12130177514792899,,,0.1617231719828928,0.19337198576887601,0.7266035751840169,0.5977011494252874,0.7466666666666667,0.1388261851015801
Iran,IRN,0.12224941058798314,0.40155945419103306,0.6572668112798264,0.5192307692307692,0.6250000000000001,0.5357142857142857,0.6233766233766234,0.6962025316455696,0.3940778636165361,0.08829691709069139,1.0,0.09393667375891682,0.5341833297734255,0.14420062695924765,,,,0.5642241379310345,,0.05597888111404429,0.060824878113058374,0.8622502628811777,0.7471264367816093,0.6933333333333332,0.43679458239277646
Iraq,IRQ,0.09042116167750232,0.3508771929824561,0.6160520607375272,0.4999999999999999,0.4131944444444444,0.35714285714285715,0.33766233766233766,0.759493670886076,0.17717523333893367,0.018856629751571395,0.4315897435897436,0.081079326675486,0.17840067035801718,0.670846394984326,,,,,0.7244125072829674,,0.0387798128870734,0.12197686645636173,0.0,0.8533333333333333,0.47140707298720835
Ireland,IRL,0.6901568193184254,0.8576998050682261,0.9262472885032538,0.9615384615384615,0.8506944444444445,0.8571428571428571,0.6623376623376623,0.22784810126582283,0.2858553241570993,0.19335528284944628,0.48738461538461536,0.17682607423723626,0.13047335819791994,0.45454545454545453,,,,,,0.1190473445767577,0.1881407300039531,0.19453207150368032,0.12643678160919541,0.19999999999999996,0.23401053423626786
Israel,ISR,0.3404300921626063,0.9103313840155945,0.7765726681127983,0.9230769230769231,0.8819444444444442,0.6071428571428571,0.5714285714285714,0.7974683544303798,0.1432531117672807,0.09577970667464829,0.3261538461538461,0.007825782473347614,0.5643658708903603,0.9435736677115988,0.4444444444444444,,,,,0.041523049788465306,0.0996442219001186,0.7896950578338591,0.67816091954023,0.3333333333333333,0.14033107599699018
Italy,ITA,0.36559619918553976,0.6900584795321638,0.7895878524945772,0.9230769230769231,0.8923611111111113,0.35714285714285715,0.33766233766233766,0.8987341772151899,0.17985859190528453,0.12870398084405868,0.41087179487179487,0.0,0.646879056241066,1.0,0.6419753086419753,,,,,0.6714007400832306,0.6154038740281987,0.4353312302839117,0.40229885057471265,0.09333333333333331,0.4033107599699022
Japan,JPN,0.35680860184325214,0.6335282651072125,0.8112798264642084,0.8461538461538461,0.9444444444444446,0.7499999999999999,0.10389610389610388,0.6329113924050633,0.32001640332631986,0.5863513917988625,0.3548717948717949,0.01882602330830222,0.3746611241641063,0.2225705329153605,0.0,,,,,0.33061662074769155,0.48704704177098435,0.3533123028391167,0.06896551724137932,0.2533333333333333,0.08690744920993226
Jordan,JOR,0.08032078302493391,0.41910331384015587,0.475054229934924,0.7115384615384616,0.6562499999999998,0.6071428571428571,0.1818181818181818,,0.1655992729350682,0.0,0.40307692307692305,0.09372089572828157,0.38075678162430376,0.4764890282131662,,,,0.22068965517241382,,0.04418596608528249,0.07290815654236395,0.7875920084121977,0.5402298850574714,0.38666666666666666,0.5500376222723852
Kazakhstan,KAZ,0.21447453025648353,0.6276803118908382,0.7071583514099784,0.9038461538461539,0.5659722222222222,0.5714285714285714,0.3246753246753246,0.759493670886076,0.5186969765623693,0.627057767135588,0.3212307692307692,0.6078023933207509,0.38075678162430376,0.1347962382445141,,0.07526881720430113,0.0014792899408284039,0.19267241379310343,,0.08864859879880573,0.030834101989721967,0.6529968454258676,0.48275862068965525,0.3066666666666666,0.16591422121896163
Kenya,KEN,0.02847931699649925,0.354775828460039,0.2516268980477224,0.5192307692307692,0.40972222222222215,0.7499999999999999,0.7012987012987013,0.8734177215189873,0.1567391838029915,0.10386111942532175,0.21743589743589745,0.14892053454775533,0.38075678162430376,0.8275862068965517,,,,0.46379310344827596,,0.01559708116707206,0.020397944393200685,0.9737118822292324,0.8390804597701151,0.8399999999999999,0.08276899924755456
Kosovo,KXK,,0.6803118908382066,0.5119305856832971,0.6730769230769231,,0.7678571428571428,0.5324675324675324,0.9746835443037976,,,,,0.38075678162430376,0.4294670846394985,,,,,,,,,,,
Kuwait,KWT,0.4466046295634779,0.668615984405458,0.9262472885032538,0.7884615384615384,0.6527777777777778,0.8035714285714285,0.33766233766233766,,0.23070962886928706,0.005686920083807241,0.5571282051282052,0.12931376139584877,0.38075678162430376,0.4357366771159875,,,,,0.9271703243348223,0.08525943260285658,0.008261958097246013,0.5751840168243953,0.36781609195402304,0.3066666666666666,0.049285176824680206
Kyrgyzstan,KGZ,0.037508037436593554,0.5789473684210525,0.2819956616052063,0.8461538461538461,0.5590277777777777,0.7678571428571428,0.5974025974025974,0.8987341772151899,0.27282980988551886,0.19365459443280456,0.15097435897435899,0.4738604762493931,0.38075678162430376,0.34796238244514105,,0.06810035842293914,0.34319526627218944,0.37844827586206903,,0.004726388232446079,0.006114112531295296,0.04731861198738171,0.632183908045977,0.7599999999999999,0.2407825432656132
Latvia,LVA,0.24685646924340932,0.6471734892787525,0.7158351409978311,0.8846153846153846,0.6527777777777778,0.48214285714285704,0.1818181818181818,0.8101265822784811,0.6291113469813657,0.5881472612990123,0.46071794871794874,0.838468830927136,0.32566583967270757,0.8840125391849531,,,,,,0.022340830230440246,0.012320463829226512,0.4479495268138801,0.2298850574712644,0.4666666666666666,0.30963130173062453
Lebanon,LBN,0.13605594055869114,0.48538011695906436,0.5488069414316702,0.6538461538461539,0.6562499999999998,0.3035714285714285,0.2987012987012987,0.949367088607595,0.21907634511349058,0.057168512421430694,0.4845128205128205,0.11554770240622048,0.32566583967270757,0.47335423197492166,,,,,,0.021280274822184052,0.10633812096455396,0.8874868559411146,0.8850574712643678,0.4933333333333333,0.2155756207674943
Liberia,LBR,0.005974494534543117,0.34307992202729043,0.05206073752711502,0.4615384615384616,0.26388888888888873,0.5357142857142857,0.3766233766233766,0.8987341772151899,0.16453263793207615,0.12960191559413348,0.2717948717948718,0.09220112640722322,0.14529352808767232,0.07523510971786836,,,,0.0564655172413793,0.0,,,0.946372239747634,0.6206896551724139,0.7866666666666666,0.09443190368698268
Lithuania,LTU,0.29447381581767523,0.7037037037037036,0.7527114967462042,0.9423076923076924,0.6597222222222223,0.5714285714285714,0.15584415584415579,0.7974683544303798,0.8385150200752619,1.0,0.6765128205128205,0.8390322397129653,0.14529352808767232,0.8871473354231977,0.7654320987654321,,,,,0.028957773755864755,0.017248649360917117,0.39852786540483703,0.24137931034482762,0.41333333333333333,0.2475545522949586
Luxembourg,LUX,1.0,0.8576998050682261,1.0,0.9038461538461539,0.8645833333333331,0.8392857142857143,0.4415584415584415,0.21518987341772156,0.2573343809861531,0.26369350493864113,0.3821538461538462,0.12615579186597195,0.7857483199973713,0.7492163009404389,0.7901234567901234,,,,,0.011931248342882174,0.06558176307813941,0.20609884332281805,0.08045977011494253,0.10666666666666666,0.18924003009781787
